X,Y,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB
1576371,5485943,34592,,581601,0,0,0,1,0,South,2005/2006,SH 60,ONEKAKA IRON WORKS ROAD,,Serious Crash,Yes,2006,0,South,0,0,1,Flat,0,Christmas New Year,0,,0,Overcast,2348602,0,0,0,2,0,0,0,0,0,,0,0,Tasman Region,Nil,2-way,Sealed,0,0,1,0,100,0,Null,0,0,,51,Tasman District,Nil,0,0,0,1,0,0,Open,0,0,0,Fine,Null
1763760,5908413,34593,,521901,0,0,0,1,0,South,2005/2006,GOLF AVENUE,MIDDLEMORE ROAD,,Non-Injury Crash,No,2006,0,South,0,0,1,Flat,0,,0,,0,Dark,786300,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1744666,5921367,34594,,513631,0,0,0,1,0,North,2006/2007,TRIANGLE ROAD,DOONE PLACE,,Fatal Crash,No,2006,0,South,0,1,1,Flat,0,,1,,0,Dark,227601,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1758879,5427332,34595,,570300,0,,0,0,,Null,2006/2007,RIMU ST,OROUA ST,,Serious Crash,No,2006,,North,,0,,Flat,,,,,,Dark,1983900,0,0,0,2,,,0,,,1,,,Wellington Region,Nil,2-way,Sealed,,0,1,,50,,On,1,0,,46,Lower Hutt City,Nil,,,,,0,0,Urban,0,,,Fine,Null
1781311,5925776,34596,,520801,0,,0,2,,Null,2005/2006,CAUSEWAY ROAD,DONALD BRUCE ROAD,,Non-Injury Crash,No,2006,,North,,0,,Flat,,,,,,Bright sun,516704,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1569950,5180760,34597,,591600,0,,0,1,,Null,2005/2006,PARK TERRACE,PETERBOROUGH ST,,Minor Crash,No,2006,,South,,0,,Flat,,,,,,Overcast,2676901,1,0,1,3,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,60,Christchurch City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1757629,5928861,34598,,507800,1,,0,1,,West,2006/2007,KITCHENER ROAD,MILFORD ROAD,,Minor Crash,No,2006,,West,,0,,Flat,,,,,,Bright sun,310800,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1566516,5185010,34599,,588500,0,0,0,2,0,East,2006/2007,HAREWOOD ROAD,COTSWOLD AVENUE,,Serious Crash,No,2006,0,East,0,0,0,Flat,0,,0,,0,Twilight,2526100,0,0,0,4,0,0,0,0,1,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,1,0,50,0,Off,0,0,,60,Christchurch City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1762658,5913035,34600,,520402,0,0,0,0,0,South,2005/2006,SH 1N,PENROSE OBR,,Minor Crash,Yes,2006,0,South,0,0,0,Flat,0,,0,,0,Bright sun,642400,1,0,0,3,0,0,0,0,0,,0,1,Auckland Region,Nil,1-way,Sealed,0,0,0,0,100,0,Off,1,0,,76,Auckland,Nil,0,1,0,0,0,0,Open,0,0,0,Fine,Null
1755824,5935723,34601,,507101,0,,0,2,,Null,2005/2006,BEACH ROAD,CARLISLE ROAD,,Minor Crash,No,2006,,North,,0,,Hill Road,,,,,,Dark,162502,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Light rain,Null
1748740,5427923,34602,,573000,0,,1,0,,Null,2006/2007,WILLIS ST,WILLESTON ST,,Serious Crash,No,2006,,South,,0,,Flat,,,,,,Bright sun,2127100,0,0,0,2,,,0,,,1,,,Wellington Region,Nil,2-way,Sealed,,0,1,,30,,Null,0,0,,47,Wellington City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1640203,5396358,34603,,580450,0,0,0,0,0,East,2006/2007,SH 63,LARKINS ROAD,,Minor Crash,Yes,2006,0,East,0,0,0,Flat,0,,0,,0,Dark,2287300,1,0,0,2,0,0,0,0,0,,0,0,Marlborough Region,Nil,2-way,Sealed,0,0,0,0,100,0,Off,0,0,,53,Marlborough District,Nil,0,0,0,0,0,0,Open,1,0,0,Fine,Null
1577061,5182368,34604,,593100,0,,0,1,,Null,2005/2006,SH 74 ANZAC,PAGES ROAD,,Minor Crash,Yes,2006,,North,,0,,Flat,,,,,,Overcast,2573105,1,0,1,6,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,70,,Null,0,0,,60,Christchurch City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1885193,5774325,34605,,540410,0,,0,2,,Null,2005/2006,FENTON ST,PUKAKI ST,,Non-Injury Crash,No,2006,,North,,0,,Flat,,,,,,Overcast,1235200,0,0,0,4,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,24,Rotorua District,Give way,,,,,0,0,Urban,0,,,Light rain,Null
1756717,5915501,34606,,518301,0,,0,2,,North,2005/2006,MOUNT EDEN ROAD,WATLING ST,,Minor Crash,No,2006,,South,,0,,Flat,,,,,,Bright sun,557800,4,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Stop,,,,,0,0,Urban,1,,,Fine,Null
1406775,4917981,34607,,603602,1,,0,1,,Null,2005/2006,SH 1S,UNION ST WEST,,Serious Crash,Yes,2006,,North,,0,,Flat,,,,,,Dark,2866600,0,0,0,2,,,0,,,,,,Otago Region,Nil,1-way,Sealed,,0,1,,50,,On,0,0,,71,Dunedin City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1399879,4919739,34608,35,602500,0,0,0,1,0,West,2006/2007,THREE MILE HILL ROAD,HALFWAY BUSH ROAD,,Minor Crash,No,2006,0,East,0,0,0,Hill Road,0,,0,,0,Dark,2978800,1,0,0,2,0,0,0,0,0,,0,0,Otago Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,71,Dunedin City,Unknown,0,0,0,1,0,0,Open,0,0,0,Heavy rain,Strong wind
1951418,5791842,34609,,542440,0,,0,1,,Null,2005/2006,HILLCREST ROAD,WAIEWE ST,,Non-Injury Crash,No,2006,,North,,0,,Hill Road,,,,,,Overcast,1305702,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,25,Whakatane District,Nil,,,,,0,0,Urban,1,,,Fine,Null
1765107,5909951,34610,,521802,0,0,0,2,1,Null,2005/2006,SH 1N,OTAHUHU OFF NBD,,Non-Injury Crash,Yes,2006,0,North,0,0,0,Flat,0,,0,,0,Dark,788201,0,0,0,3,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,100,0,On,0,0,80,76,Auckland,Nil,0,1,0,0,0,0,Open,0,0,0,Fine,Null
1837939,5656851,34611,,541501,0,,0,1,,South,2006/2007,SH 1N,TREE TRUNK GORGE ROAD,,Fatal Crash,Yes,2006,,North,,1,,Flat,,,,,,Overcast,1289001,1,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,1,,100,,None,0,0,,21,Taupo District,Nil,,,,,0,0,Open,1,,,Light rain,Null
1800886,5812651,34612,,530400,0,,0,1,,Null,2005/2006,SH 3,SH3 ON RAMP,,Minor Crash,Yes,2006,,South,,0,,Flat,,,,,,Bright sun,923400,1,0,1,4,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,16,Hamilton City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1756225,5912287,34613,,518702,0,,0,1,,West,2006/2007,HILLSBOROUGH ROAD,BELFAST ST,,Minor Crash,No,2006,,East,,0,,Hill Road,,,,,,Dark,571400,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1890279,5761354,34614,,538832,0,,0,0,,South,2006/2007,SH 5,HIGHLANDS LOOP ROAD,,Serious Crash,Yes,2006,,South,,0,,Hill Road,,,,,,Bright sun,1258902,1,0,0,3,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,1,,100,,Null,1,0,,24,Rotorua District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1767169,5906974,34615,,523601,0,0,0,0,0,East,2005/2006,EVERITT ROAD,COOPER CRESCENT S,,Minor Crash,No,2006,0,North,0,0,0,Flat,0,,0,,0,Bright sun,708100,2,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,2,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1813305,5802047,34616,,527931,0,0,0,2,0,West,2006/2007,KAIPAKI ROAD,PUKERIMU LANE,,Serious Crash,No,2006,0,East,0,0,0,Flat,0,,0,,0,Dark,987902,2,0,0,2,0,0,0,0,0,,0,1,Waikato Region,Nil,2-way,Sealed,0,0,2,0,100,0,None,0,0,,17,Waipa District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1701707,5665735,34617,,552702,0,0,0,1,0,East,2005/2006,SH 3,KING ROAD,,Serious Crash,Yes,2006,0,East,0,0,0,Flat,0,,0,,0,Bright sun,1606800,0,0,0,2,0,0,0,0,0,,0,1,Taranaki Region,Nil,2-way,Sealed,0,0,1,0,100,0,Null,0,0,,33,New Plymouth District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1720042,6050047,34618,,502201,0,,0,2,,Null,2006/2007,KIRIPAKA ROAD,PARAMOUNT PARADE,,Non-Injury Crash,No,2006,,South,,0,,Flat,,,,,,Bright sun,86600,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,2,Whangarei District,Give way,,,,,0,0,Urban,0,,,Fine,Null
1577168,5172219,34619,,596400,0,0,0,0,0,Null,2005/2006,SH 74,SIMEON QUAY,,Minor Crash,Yes,2006,0,South,0,0,0,Flat,0,,0,,0,Bright sun,2709400,1,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,60,Christchurch City,Give way,1,1,0,0,1,0,Urban,0,0,0,Fine,Null
1577215,5234959,34620,,585700,0,0,0,1,0,West,2005/2006,SH 7,BAIN ROAD,,Fatal Crash,Yes,2006,0,East,0,1,1,Flat,0,,0,,0,Overcast,2435602,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,1,0,100,0,Null,0,0,,58,Hurunui District,Unknown,0,0,0,1,0,0,Open,0,0,0,Fine,Null
1743782,5916428,34621,,513011,1,,0,0,,North,2006/2007,PALOMINO DRIVE,SAN BERNADINO DRIVE,,Minor Crash,No,2006,,South,,0,,Flat,,,,,,Overcast,280707,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Unknown,,,,,1,0,Urban,0,,,Fine,Null
1757221,5926964,34622,,507900,0,,0,2,,Null,2006/2007,ANZAC ST,TAHAROTO ROAD,,Non-Injury Crash,No,2006,,West,,0,,Flat,,,,,,Dark,305000,0,0,0,6,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1768100,5900447,34623,,525101,0,0,0,1,0,South,2005/2006,COXHEAD ROAD,WEYMOUTH ROAD,,Minor Crash,No,2006,0,North,0,0,0,Flat,0,,0,,0,Twilight,771200,1,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,None,0,0,,76,Auckland,Nil,0,0,0,0,1,0,Urban,0,0,0,Fine,Null
2053001,5722598,34624,,544001,0,,0,1,,West,2005/2006,WAIOMOKO ROAD,ANDREWS ROAD,,Minor Crash,No,2006,,North,,0,,Flat,,,,,,Overcast,1356800,1,0,0,2,,,0,,,,,,Gisborne Region,Nil,2-way,Unsealed,,0,0,,100,,None,0,0,,28,Gisborne District,Nil,,,,,0,0,Open,0,,,Fine,Null
1868574,5713755,34625,,541730,0,,0,2,,Null,2006/2007,RANGATIRA ST,ROTOKAWA ST,,Minor Crash,No,2006,,South,,0,,Flat,,,,,,Overcast,1272200,2,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,21,Taupo District,Give way,,,,,0,0,Urban,0,,,Fine,Null
1876636,5781314,34626,,538811,0,0,0,1,1,North,2005/2006,SH 5,DALBETH ROAD,,Non-Injury Crash,Yes,2006,0,South,0,0,0,Hill Road,0,,0,,0,Overcast,1249901,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,24,Rotorua District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1753334,5441657,34627,,572701,0,,0,0,,South,2005/2006,MAIN ROAD,MCLELLAN ST,,Minor Crash,No,2006,,South,,0,,Flat,,,,,,Overcast,1994400,1,0,0,2,,,0,,,1,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,47,Wellington City,Give way,,,,,0,0,Urban,1,,,Fine,Null
1756195,5924157,34628,,509800,0,,0,2,,South,2006/2007,SH 1N,ONEWA OBR,,Minor Crash,Yes,2006,,South,,0,,Flat,,,,,,Bright sun,361100,1,0,0,4,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,80,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1852282,5857394,34629,,534400,0,1,0,1,0,East,2005/2006,SH 2,GILMOUR ST,,Non-Injury Crash,Yes,2006,0,South,0,0,0,Hill Road,0,Queens Birthday,0,,0,Dark,1080200,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Bridge,2-way,Sealed,0,0,0,0,50,0,On,0,0,,12,Hauraki District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1936117,5622634,34630,,546200,0,0,0,2,0,South,2005/2006,BATTERY ROAD,SHAKESPEARE ROAD,,Serious Crash,No,2006,0,South,0,0,0,Flat,0,,0,,0,Dark,1418200,0,0,0,2,0,0,0,0,2,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,31,Napier City,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1800516,5815650,34631,,529700,0,,0,1,,Null,2005/2006,ANGLESEA ST,LONDON ST,,Non-Injury Crash,No,2006,,West,,0,,Flat,,,,,,Dark,910100,0,0,0,4,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,16,Hamilton City,Traffic Signals,,,,,0,0,Urban,1,,,Fine,Null
1790215,5828135,34632,,528200,0,0,0,2,0,South,2005/2006,GREAT SOUTH ROAD,GALILEO ST,,Non-Injury Crash,No,2006,0,North,0,0,0,Flat,0,,0,,0,Bright sun,858100,0,0,0,2,0,0,0,0,0,,1,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,13,Waikato District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1758718,5435952,34633,,569202,0,,0,2,,Null,2005/2006,RAILWAY AVENUE,HERBERT ST,,Minor Crash,No,2006,,East,,0,,Flat,,,,,,Bright sun,1924400,2,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,46,Lower Hutt City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1748173,5424742,34634,,575702,0,0,0,2,0,North,2006/2007,LIARDET ST,TRAVERS ST,,Minor Crash,No,2006,0,North,0,0,1,Flat,0,,1,,0,Twilight,2199400,1,0,0,2,0,0,0,0,1,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,47,Wellington City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1789067,5814023,34635,85,526601,0,0,0,1,0,North,2006/2007,SH 23,TE PAHU ROAD,,Non-Injury Crash,Yes,2006,0,South,0,0,0,Hill Road,0,,0,,0,Overcast,859600,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,13,Waikato District,Unknown,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1764117,5911308,34636,,520500,0,,0,2,,West,2005/2006,MOUNT RICHMOND DRIVE,MOUNT WELLINGTON HIGHWAY,,Non-Injury Crash,No,2006,,West,,0,,Flat,,,,,,Overcast,637900,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Light rain,Null
1735336,5929942,34637,,505605,0,0,0,1,0,Null,2005/2006,MATUA ROAD W,SH 16,,Minor Crash,Yes,2006,0,East,0,0,0,Hill Road,0,,0,,0,Twilight,215800,1,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,76,Auckland,Nil,0,1,0,0,0,0,Open,0,0,0,Light rain,Null
1294020,5150906,34638,,585325,0,,0,0,,South,2005/2006,SH 6,BRECCIA CRK BR,,Minor Crash,Yes,2006,,East,,0,,Hill Road,,,,,,Overcast,2416700,1,0,1,2,,,0,,,,,,West Coast Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,57,Westland District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1747173,5943594,34639,,506614,0,,0,1,,Null,2006/2007,DAIRY FLAT HIGHWAY,WILKS ROAD,,Non-Injury Crash,No,2006,,North,,0,,Flat,,,,,,Overcast,177803,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,Off,1,0,,76,Auckland,Give way,,,,,0,0,Open,0,,,Light rain,Null
1406890,4918669,34640,,603601,0,,0,2,,South,2006/2007,GEORGE ST,DUKE ST,,Minor Crash,No,2006,,South,,0,,Flat,,,,,,Twilight,2865200,3,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,71,Dunedin City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Strong wind
1767104,5901019,34641,,524720,0,,0,1,,Null,2006/2007,WORDSWORTH ROAD,SWALLOW DRIVE,,Minor Crash,No,2006,,East,,0,,Flat,,,,,,Twilight,775901,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Give way,,,,,0,0,Urban,1,,,Fine,Null
1821264,5878011,34642,,533902,0,,0,1,,East,2005/2006,SH 25,ABBOT ROAD,,Minor Crash,Yes,2006,,West,,0,,Flat,,,,,,Overcast,1062200,1,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,12,Hauraki District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1243710,4850104,34643,,611100,0,,0,1,,Null,2005/2006,YARROW ST,MARY ST,,Minor Crash,No,2006,,North,,0,,Flat,,,,,,Overcast,3135300,1,0,0,2,,,0,,,,,,Southland Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,75,Invercargill City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1772104,5914163,34644,,521602,0,0,0,1,0,West,2006/2007,GIBRALTAR ST,COOK ST,,Non-Injury Crash,No,2006,0,East,0,0,0,Hill Road,0,,0,,0,Bright sun,649500,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1571133,5179169,34645,,591500,0,,0,1,,Null,2006/2007,MOORHOUSE AVENUE,MADRAS ST,,Serious Crash,No,2006,,West,,0,,Flat,,,,,,Dark,2650800,0,0,0,6,,,0,,,1,,,Canterbury Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,60,Christchurch City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1765053,5910362,34646,,521803,0,,0,2,,North,2005/2006,SH 1N,PRINCES OBR,,Non-Injury Crash,Yes,2006,,South,,0,,Flat,,Christmas New Year,,,,Bright sun,790000,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1573814,5176671,34647,,591200,1,,0,1,,Null,2006/2007,SH 76 OPAWA,CURRIES ROAD,,Minor Crash,Yes,2006,,East,,0,,Flat,,,,,,Bright sun,2554004,1,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,60,Christchurch City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1719546,6047630,34648,,502700,0,,0,1,,North,2005/2006,KAMO ROAD,NIXON ST,,Non-Injury Crash,No,2006,,North,,0,,Flat,,,,,,Overcast,91400,0,0,0,4,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,2,Whangarei District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1766846,5912717,34649,,522920,0,,0,2,,Null,2005/2006,TI RAKAU DRIVE,MATTSON ROAD S,,Non-Injury Crash,No,2006,,North,,0,,Flat,,,,,,Bright sun,686800,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1239634,4874482,34650,,610040,0,0,0,0,0,South,2006/2007,SH 6,THOMSONS CROSSING EAST RO,,Minor Crash,Yes,2006,0,South,1,0,1,Flat,0,,0,,0,Bright sun,3075000,1,0,0,2,0,0,0,0,0,,0,0,Southland Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,73,Southland District,Unknown,0,0,0,0,0,0,Open,1,0,0,Fine,Null
1867032,5715010,34651,,541317,0,,0,1,,Null,2006/2007,WAIRAKEI DRIVE,POIHIPI ROAD,,Minor Crash,No,2006,,North,,0,,Hill Road,,,,,,Bright sun,1279014,1,0,0,3,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,80,,Off,1,0,,21,Taupo District,Give way,,,,,0,0,Open,0,,,Fine,Null
1930677,5612575,34652,,545832,0,1,0,1,0,South,2006/2007,SH 50A,SH 50,,Minor Crash,Yes,2006,0,North,1,0,1,Flat,0,,0,,0,Dark,1404400,1,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Bridge,2-way,Sealed,0,0,0,0,100,0,None,0,0,,30,Hastings District,Nil,0,0,0,1,0,0,Open,0,0,0,Fine,Null
1793257,5771513,34653,,531200,0,,0,2,,West,2006/2007,TE KAWA ST,HAEREHUKA ST,,Non-Injury Crash,No,2006,,West,,0,,Flat,,,,,,Bright sun,997100,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,18,Ōtorohanga District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1742855,5924174,34654,,513410,0,,0,2,,North,2005/2006,FRED TAYLOR DRIVE,DUNLOP ROAD,,Non-Injury Crash,No,2006,,South,,0,,Flat,,Christmas New Year,,,,Overcast,226401,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,80,,On,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Light rain,Null
1757307,5920451,34655,,514102,0,,0,1,,Null,2005/2006,VICTORIA ST WEST,ELLIOTT ST,,Minor Crash,No,2006,,North,,0,,Hill Road,,,,,,Overcast,433900,1,0,0,4,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1774800,5579512,34656,,556800,0,,0,2,,Null,2006/2007,HALSWELL ST,LONDON ST,,Minor Crash,No,2006,,West,,0,,Flat,,,,,,Dark,1705400,2,0,0,4,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,37,Whanganui District,Give way,,,,,0,0,Urban,0,,,Heavy rain,Null
1274887,5011366,34657,,609031,0,0,0,0,0,North,2006/2007,CROWN RANGE ROAD,JEFFERY ROAD,,Serious Crash,No,2006,0,South,0,0,1,Hill Road,0,Labour Weekend,0,,0,Overcast,3039900,1,0,0,2,0,0,0,1,0,,0,0,Otago Region,Nil,2-way,Sealed,0,0,2,0,100,0,Null,1,0,,70,Queenstown-Lakes District,Unknown,0,1,0,0,0,0,Open,0,0,0,Light rain,Strong wind
1875818,5825224,34658,,537100,0,,0,2,,Null,2005/2006,PRINCESS ROAD,QUEEN ROAD,,Serious Crash,No,2006,,South,,0,,Flat,,,,,,Bright sun,1159000,0,0,1,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,23,Tauranga City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1865306,5695694,34659,,541346,0,,0,1,,East,2005/2006,SH 1N,ROTOPUHA ROAD,,Non-Injury Crash,Yes,2006,,North,,0,,Hill Road,,,,,,Bright sun,1280802,0,0,0,3,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,21,Taupo District,Unknown,,,,,1,0,Open,0,,,Fine,Null
1765737,5920172,34660,,516700,0,,0,2,,Null,2005/2006,CLIFF ROAD,VALE ROAD,,Non-Injury Crash,No,2006,,South,,0,,Flat,,,,,,Overcast,511300,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1747476,5912257,34661,,511901,0,,0,1,,West,2005/2006,ATKINSON ROAD,CAPTAIN SCOTT ROAD,,Minor Crash,No,2006,,South,,0,,Hill Road,,,,,,Bright sun,293701,1,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1926806,5635833,34662,,545811,0,,0,1,,West,2006/2007,SH 5,BEATTIE ROAD,,Fatal Crash,Yes,2006,,West,,1,,Flat,,,,,,Bright sun,1414700,5,0,0,2,,,0,,,,,,Hawke's Bay Region,Nil,2-way,Sealed,,0,0,,100,,Null,1,0,,30,Hastings District,Nil,,,,,0,0,Open,0,,,Fine,Null
