X,Y,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB
1755375,5936391,1,,507000,0,0,0,2,0,West,2009/2010,ALEXANDER AVENUE,REGATTA ROAD,,Non-Injury Crash,No,2009,0,West,0,0,0,Flat,0,Labour Weekend,0,,0,Bright sun,163800,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1717726,6038593,2,,502005,0,,0,1,,Null,2009/2010,SH 1N,LOOP ROAD S,,Non-Injury Crash,Yes,2009,,North,,0,,Flat,,,,,,Overcast,74601,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,2,Whangarei District,Stop,,,,,1,0,Open,0,,,Fine,Null
1769891,5899405,3,,523911,0,,0,1,,North,2008/2009,SH 1N,GT SOUTH OBR,,Non-Injury Crash,Yes,2009,,South,,0,,Flat,,,,,,Overcast,766500,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Open,1,,,Light rain,Null
1799066,5821920,4,,527007,0,0,1,1,0,South,2009/2010,WENTWORTH DRIVE,GRESHAM PLACE,,Non-Injury Crash,No,2009,0,South,0,0,0,Flat,0,,0,,0,Bright sun,952047,0,0,0,2,0,0,0,0,1,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,16,Hamilton City,Unknown,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1884460,5773472,5,,540420,0,0,0,1,0,Null,2008/2009,ELIZABETH ST,ELIZABETH STREET,,Non-Injury Crash,No,2009,0,East,0,0,1,Flat,0,,0,,0,Dark,1235500,0,0,0,2,0,0,0,0,0,,0,1,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,24,Rotorua District,Give way,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1755328,5916932,6,,517701,0,,0,2,,Null,2009/2010,GRIBBLEHIRST ROAD,KING EDWARD ST,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Overcast,537000,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1828370,5881102,7,65,533603,0,0,0,1,0,North,2009/2010,SH 26,HUDSON ROAD,,Non-Injury Crash,Yes,2009,0,West,0,0,1,Flat,0,,0,,0,Dark,1057502,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,70,0,None,0,0,,11,Thames-Coromandel District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1857156,5836369,8,,536615,0,0,0,1,1,South,2008/2009,SH 2,HOT SPRINGS ROAD,,Non-Injury Crash,Yes,2009,0,North,0,0,0,Flat,0,,0,,0,Overcast,1185000,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,22,Western Bay of Plenty District,Nil,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1834809,5829385,9,,534604,0,0,0,0,0,South,2009/2010,SH 27,NGARUA ROAD,,Non-Injury Crash,Yes,2009,0,South,1,0,0,Flat,0,,0,,0,Overcast,1108500,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,15,Matamata-Piako District,Unknown,0,0,0,0,1,0,Open,0,0,0,Fine,Null
1800516,5815650,10,,529700,0,,0,2,,Null,2009/2010,ANGLESEA ST,LONDON ST,,Non-Injury Crash,No,2009,,South,,0,,Flat,,Labour Weekend,,,,Overcast,910100,0,0,0,3,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,16,Hamilton City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1744327,5922944,11,,513521,0,,0,1,,West,2008/2009,SH 16,ROYAL OBR,,Non-Injury Crash,Yes,2009,,East,,0,,Flat,,,,,,Bright sun,224237,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,80,,Off,0,0,,76,Auckland,Nil,,,,,1,0,Open,0,,,Fine,Null
1766650,5912925,12,,522920,0,,0,2,,Null,2009/2010,PAKURANGA HIGHWAY,TI RAKAU DRIVE W,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Bright sun,683900,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,60,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1885183,5773995,13,,540410,0,,0,2,,Null,2008/2009,FENTON ST,PUKUATUA ST,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Overcast,1233900,0,0,0,4,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,24,Rotorua District,Give way,,,,,0,0,Urban,0,,,Fine,Null
1750093,5423477,14,,577000,0,0,0,2,0,South,2008/2009,FREYBERG ST,WHA ST,,Non-Injury Crash,No,2009,0,North,0,0,0,Flat,0,,0,,0,Bright sun,2174000,0,0,0,2,0,0,0,0,1,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,47,Wellington City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1758455,5920677,15,,514101,0,,0,3,,East,2008/2009,QUAY ST,TAPORA ST,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Bright sun,438214,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1758223,5920385,16,,514101,0,0,0,2,0,East,2008/2009,RONAYNE ST,BEACH ROAD,,Non-Injury Crash,No,2009,0,West,0,0,0,Flat,0,,0,,0,Dark,438216,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1771579,5912564,17,,523106,0,0,0,2,0,North,2009/2010,NORTHPARK AVENUE,ORANGEWOOD DRIVE,,Non-Injury Crash,No,2009,0,North,0,0,0,Flat,0,Labour Weekend,0,,0,Dark,711117,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1770045,5898618,18,,523920,0,,0,1,,South,2008/2009,SH 1N,GT SOUTH OBR,,Non-Injury Crash,Yes,2009,,South,,0,,Flat,,,,,,Bright sun,768007,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Open,1,,,Fine,Null
1767082,5913394,19,,522820,0,,0,2,,East,2009/2010,PAKURANGA ROAD,WILLIAM ROBERTS ROAD,,Non-Injury Crash,No,2009,,West,,0,,Hill Road,,,,,,Bright sun,694900,0,0,0,6,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,60,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1767751,5904964,20,,524604,0,,0,1,,South,2009/2010,SH 1N,TE IRIRANGI OBR,,Non-Injury Crash,Yes,2009,,North,,0,,Flat,,,,,,Dark,780302,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,On,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1810222,5870180,21,,533901,0,0,0,1,0,Null,2009/2010,SH 27,SH 2,,Non-Injury Crash,Yes,2009,0,West,0,0,0,Flat,0,,0,,0,Dark,1068700,0,0,0,3,0,0,0,1,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Off,0,0,,12,Hauraki District,Give way,0,0,0,0,0,0,Open,0,0,0,Heavy rain,Null
1310181,5029396,22,75,608302,0,,0,0,,North,2009/2010,SH 6,GLADSMUIR ROAD,,Minor Crash,Yes,2009,,North,,0,,Hill Road,,,,,,Dark,3031002,1,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,100,,None,1,0,,69,Central Otago District,Unknown,,,,,0,0,Open,0,,,Mist or Fog,Frost
1866451,5717172,23,,541335,0,0,0,1,0,North,2009/2010,POIHIPI ROAD,SH 1N,,Non-Injury Crash,No,2009,0,North,0,0,1,Flat,0,,0,,0,Overcast,1279012,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,21,Taupo District,Unknown,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1821436,5529111,24,,562800,0,,0,1,,Null,2008/2009,PITT ST,CHURCH ST,,Non-Injury Crash,No,2009,,North,,0,,Hill Road,,,,,,Bright sun,1828600,0,0,0,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,40,Palmerston North City,Traffic Signals,,,,,0,0,Urban,1,,,Fine,Null
1764744,5916853,25,,520301,0,,0,2,,Null,2008/2009,MERTON ROAD,HOWARD HUNTER AVENUE,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Bright sun,465302,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1794531,5500035,26,,564240,0,,0,2,,East,2009/2010,QUEEN ST EAST,GREEN AVENUE,,Minor Crash,No,2009,,East,,0,,Flat,,,,,,Twilight,1867006,1,0,0,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,42,Horowhenua District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1802564,5562646,27,,559500,1,0,0,1,0,West,2009/2010,BOND ST,GREY ST,,Minor Crash,No,2009,0,East,0,0,0,Flat,0,,0,,0,Bright sun,1735200,1,0,0,2,0,0,0,0,1,,0,0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,38,Rangitikei District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1749386,5916981,28,,514801,0,,0,1,,North,2009/2010,ROSEBANK ROAD,FREMLIN PLACE,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Overcast,389400,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,1,,,Fine,Null
1681522,6088258,29,,501632,0,0,0,1,1,West,2009/2010,SH 1N,WAIKARAMU ROAD,,Non-Injury Crash,Yes,2009,0,East,1,0,0,Hill Road,0,,0,,0,Overcast,36700,0,0,0,2,0,0,0,0,0,,0,0,Northland Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,1,Far North District,Nil,0,0,0,0,0,0,Open,0,0,1,Fine,Null
1572669,5183742,30,,592702,0,0,0,2,0,South,2009/2010,MARSHLAND ROAD,PAGODA ST,,Minor Crash,No,2009,0,South,0,0,0,Flat,0,,0,,0,Dark,2598302,2,0,0,2,0,0,0,0,1,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,60,Christchurch City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1753803,5931833,31,,508807,0,,0,1,,North,2009/2010,SH 1N,UPPER HWY ON NBD,,Non-Injury Crash,Yes,2009,,North,,0,,Flat,,,,,,Bright sun,180810,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Open,2,,,Fine,Null
1239756,4873660,32,,610040,0,,0,0,,North,2008/2009,SH 6,OSHANNESSY ROAD,,Minor Crash,Yes,2009,,North,,0,,Flat,,,,,,Bright sun,3075000,1,0,0,2,,,0,,,,,,Southland Region,Nil,2-way,Sealed,,0,0,,100,,Null,1,0,,73,Southland District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1761615,5906434,33,,524200,0,,0,1,,Null,2009/2010,MASSEY ROAD,TIDAL ROAD,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Dark,728700,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,1,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1818285,5804245,34,,527501,0,0,0,1,0,South,2008/2009,MACLEAN ST,KING ST,,Non-Injury Crash,No,2009,0,South,1,0,0,Flat,0,,0,,0,Overcast,961900,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,17,Waipa District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Heavy rain,Null
1756426,5927148,35,,507900,0,,0,2,,South,2008/2009,SH 1N,NORTHCOTE OBR,,Non-Injury Crash,Yes,2009,,South,,0,,Flat,,Christmas New Year,,,,Overcast,303502,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Light rain,Null
1745597,5916437,36,,510800,0,,0,1,,Null,2008/2009,VIEW ROAD,MILLBROOK ROAD,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Dark,244500,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,1,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Heavy rain,Null
1756451,5927768,37,,507900,0,,0,1,,South,2008/2009,TAHAROTO ROAD,SHAKESPEARE ROAD,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Bright sun,305202,0,0,0,5,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1802385,5815856,38,,530100,0,,0,1,,South,2008/2009,PEACHGROVE ROAD,JAMES ST,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Overcast,896100,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,16,Hamilton City,Unknown,,,,,0,0,Urban,1,,,Fine,Null
1758381,5916859,39,,519200,0,0,0,2,0,Null,2008/2009,MARGOT ST,MOUNT ST JOHN AVENUE,,Non-Injury Crash,No,2009,0,East,0,0,0,Flat,0,,0,,0,Twilight,613900,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1445234,5273792,40,,585316,0,0,0,1,0,West,2009/2010,STAFFORD LOOP ROAD,GOLDSBOROUGH PO,,Minor Crash,No,2009,0,East,0,0,0,Flat,0,,0,,0,Bright sun,2421500,1,0,0,2,0,0,0,1,0,,0,0,West Coast Region,Nil,2-way,Unsealed,0,0,0,0,100,0,Null,0,0,,57,Westland District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1746326,5919985,41,,512401,0,,0,2,,North,2008/2009,FLANSHAW ROAD,PATON AVENUE,,Non-Injury Crash,No,2009,,North,,0,,Hill Road,,,,,,Twilight,252700,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1747885,5912495,42,,511901,0,0,0,2,0,South,2009/2010,NORMAN ROAD,ATKINSON ROAD,,Non-Injury Crash,No,2009,0,South,0,0,0,Hill Road,0,,0,,0,Overcast,294300,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,1,0,Fine,Null
1762134,5905989,43,,524200,0,0,0,1,0,Null,2009/2010,WAOKAURI PLACE,TIDAL ROAD,,Non-Injury Crash,No,2009,0,South,0,0,0,Flat,0,,0,,0,Dark,728900,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1772921,5896097,44,,525410,0,,0,2,,East,2008/2009,WOOD ST,GREAT SOUTH ROAD,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Overcast,793000,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1801271,5814614,45,,529700,0,,0,2,,Null,2008/2009,BRIDGE ST,ANGLESEA ST,,Non-Injury Crash,No,2009,,East,,0,,Null,,,,,,Overcast,912400,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,16,Hamilton City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1836757,5859311,46,,534300,0,,0,2,,Null,2008/2009,SH 26 TE AROHA,SH 2 NORMANBY,,Non-Injury Crash,Yes,2009,,North,,0,,Flat,,,,,,Bright sun,1073700,0,0,0,2,,,0,,,,,,Waikato Region,Bridge,2-way,Sealed,,0,0,,50,,Null,0,0,,12,Hauraki District,Give way,,,,,0,0,Urban,0,,,Fine,Null
1754536,5915668,47,,517702,0,,0,1,,Null,2009/2010,HAVERSTOCK ROAD,DUNCAN AVENUE,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Overcast,541000,0,0,0,1,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Stop,,,,,1,0,Urban,0,,,Fine,Null
1753807,5918107,48,,515003,0,,0,2,,Null,2008/2009,ST LUKES ROAD,DUNCAN MACLEAN LINK,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Overcast,390502,0,0,0,6,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1742979,5922312,49,,513631,0,,0,2,,Null,2008/2009,DON BUCK ROAD,TRIANGLE ROAD,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Dark,227009,0,0,0,1,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1885095,5771595,50,,540700,0,,0,2,,North,2008/2009,FENTON ST,SH 30,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Bright sun,1246000,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,60,,Null,0,0,,24,Rotorua District,Give way,,,,,0,0,Urban,0,,,Fine,Null
1758420,5912918,51,,519810,0,,0,2,,Null,2009/2010,TRAFALGAR ST,MANUKAU ROAD,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Overcast,598300,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null
1770328,5898939,52,,523920,0,0,0,1,0,West,2009/2010,BEAUMARIS WAY,GREAT SOUTH ROAD,,Non-Injury Crash,No,2009,0,West,0,0,0,Flat,0,Christmas New Year,0,,0,Dark,768008,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Traffic Signals,1,0,0,1,0,0,Urban,0,0,0,Fine,Null
1763576,5906410,53,,524303,0,,0,2,,Null,2008/2009,PORTAGE ROAD,PARK AVENUE,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Bright sun,655702,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1753936,5916157,54,,517702,0,0,0,2,0,West,2009/2010,HAVERSTOCK ROAD,KERR ST,,Non-Injury Crash,No,2009,0,North,0,0,0,Flat,0,,0,,0,Bright sun,541900,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1815704,5803594,55,,527502,0,,0,1,,East,2008/2009,SH 1N,KELLY ROAD,,Non-Injury Crash,Yes,2009,,West,,0,,Flat,,,,,,Dark,960009,0,0,0,3,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,70,,On,1,0,,17,Waipa District,Unknown,,,,,0,0,Urban,0,,,Light rain,Null
1244471,4848588,56,,611400,0,,0,2,,Null,2009/2010,CENTRE ST,MORTON ST,,Minor Crash,No,2009,,West,,0,,Flat,,,,,,Bright sun,3144800,1,0,0,2,,,0,,,,,,Southland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,75,Invercargill City,Stop,,,,,0,0,Urban,0,,,Fine,Null
1868313,5714093,57,,541720,0,,0,2,,West,2008/2009,SPA ROAD,PIHANGA ST,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Bright sun,1272000,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,21,Taupo District,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1767804,5881414,58,,525921,0,0,0,2,0,West,2008/2009,PRINCES ST,HELVETIA ROAD,,Non-Injury Crash,No,2009,0,East,0,0,0,Flat,0,,0,,0,Dark,820507,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1842227,5829621,59,,534604,0,0,0,1,1,West,2009/2010,BAKER ROAD,WAGHORN ROAD,,Non-Injury Crash,No,2009,0,East,1,0,0,Flat,0,,0,,0,Dark,1109800,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,15,Matamata-Piako District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1754045,5918508,60,,515431,0,0,0,2,0,North,2008/2009,STADIUM ROAD,GREAT NORTH ROAD,,Non-Injury Crash,No,2009,0,East,0,0,0,Flat,0,,0,,0,Overcast,405000,0,0,0,1,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1852615,5801478,61,,535231,0,0,0,1,1,South,2009/2010,SH 28,KAKAHU ROAD,,Non-Injury Crash,Yes,2009,0,South,0,0,0,Flat,0,,0,,0,Dark,1114500,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,15,Matamata-Piako District,Unknown,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1877205,5820391,62,,537700,0,,0,2,,North,2009/2010,FRASER ST,WEMBURY GROVE,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Bright sun,1174200,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,23,Tauranga City,Nil,,,,,0,0,Urban,0,,,Fine,Null
1845118,5811408,63,,535501,0,,0,1,,Null,2008/2009,RAWHITI AVENUE,TOWER ROAD,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Dark,1118301,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,On,1,0,,15,Matamata-Piako District,Give way,,,,,0,0,Urban,0,,,Light rain,Null
1753930,5924806,64,,510500,0,,0,1,,East,2008/2009,ONEWA ROAD,BIRKENHEAD AVENUE,,Non-Injury Crash,No,2009,,West,,0,,Hill Road,,,,,,Twilight,355800,0,0,0,5,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Traffic Signals,,,,,1,0,Urban,0,,,Fine,Null
1889603,5822302,65,,536201,0,,0,2,,Null,2009/2010,DOMAIN ROAD,GRAVATT ROAD,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Dark,1206812,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,23,Tauranga City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1771883,5894622,66,,525530,0,0,0,1,0,Null,2008/2009,JUPITER STREET,TAIRERE CRESCENT,,Non-Injury Crash,No,2009,0,North,0,0,1,Flat,0,,0,,0,Dark,805400,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,None,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1743918,5920859,67,,513632,0,0,0,1,0,South,2008/2009,ANICH ROAD,ZITA MARIA DRIVE,,Non-Injury Crash,No,2009,0,North,0,0,1,Flat,0,,0,,0,Dark,229300,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1744620,5915948,68,,510800,0,,0,1,,Null,2008/2009,HENDERSON VALLEY ROAD,CORBAN AVENUE,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Bright sun,242600,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Give way,,,,,0,0,Urban,1,,,Fine,Null
1755336,5929565,69,,508510,0,,0,2,,South,2009/2010,SH 1N,SUNNYNOOK OBR,,Non-Injury Crash,Yes,2009,,South,,0,,Flat,,,,,,Overcast,194405,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Open,0,,,Heavy rain,Null
1767520,5904963,70,,524604,0,,0,2,,East,2009/2010,TE IRIRANGI DRIVE,GREAT SOUTH ROAD,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Bright sun,780302,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
